Dimensions,4
Normalised,20
evals,41000
key,dist,emissions,time,vehicles,dist,Actualemissions,ActualTime,ActualVehicles,ActualDistMicroDepot: Micro Depot 1,MicroDepot: Micro Depot 2,MicroDepot: Micro Depot 3,MicroDepot: Micro Depot 4,MicroDepot: Micro Depot 5,MicroDepot: Micro Depot 6,MicroDepot: Micro Depot 7,MicroDepot: Micro Depot 8,MicroDepot: Micro Depot 9,MicroDepot: Micro Depot 10,MicroDepot: Micro Depot 11,MicroDepot: Micro Depot 12,MicroDepot: Micro Depot 13,MicroDepot: Micro Depot 14,bike,walk,electric van,
17:15:9:17,1856.95,17,15,9,17,105.54,24.66,5.00,45.65,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,2,1,
17:15:9:18,1859.44,17,15,9,18,105.65,24.68,5.00,46.11,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,2,1,
17:15:9:19,1910.18,17,15,9,19,105.31,24.61,5.00,46.36,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1,
20:20:7:4,1035.94,20,20,7,4,120.61,28.18,4.00,39.62,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,
16:13:9:13,1837.48,16,13,9,13,99.21,23.18,5.00,43.73,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,2,1,
16:13:9:14,1842.25,16,13,9,14,100.00,23.36,5.00,44.43,0,1,0,3,0,0,0,0,0,1,0,0,0,0,2,3,0,
20:20:7:3,1034.60,20,20,7,3,120.64,28.19,4.00,39.34,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,
20:20:7:6,1041.48,20,20,7,6,120.54,28.16,4.00,40.74,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,
16:13:9:11,2538.16,16,13,9,11,99.15,23.17,5.00,43.09,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,2,
20:20:7:5,1040.35,20,20,7,5,121.51,28.39,4.00,40.22,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,2,0,
16:13:9:12,1936.96,16,13,9,12,99.42,23.23,5.00,43.55,0,1,2,1,0,0,0,0,0,0,2,0,0,0,2,3,1,
18:17:9:20,1879.64,18,17,9,20,112.04,26.18,5.00,48.16,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,3,1,
16:11:13:15,3344.45,16,11,13,15,95.20,22.24,7.00,44.58,0,1,1,1,0,2,0,0,1,0,2,0,1,0,4,2,3,
20:20:7:8,1047.68,20,20,7,8,122.13,28.53,4.00,41.49,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,
20:20:7:7,1045.03,20,20,7,7,121.91,28.48,4.00,41.03,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,
16:13:9:10,1830.35,16,13,9,10,99.26,23.19,5.00,42.28,1,0,0,1,1,0,0,0,0,0,1,0,0,1,2,2,1,
20:20:7:9,1050.28,20,20,7,9,122.29,28.57,4.00,41.96,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,
16:11:13:19,3357.48,16,11,13,19,94.90,22.17,7.00,46.74,2,0,1,1,0,1,0,0,0,0,1,0,1,0,2,1,4,
16:11:13:18,3402.39,16,11,13,18,95.70,22.36,7.00,45.97,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,3,
16:13:9:19,2557.41,16,13,9,19,99.48,23.24,5.00,46.39,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,3,
16:11:13:16,2693.98,16,11,13,16,94.75,22.14,7.00,45.06,1,0,0,2,0,1,0,0,0,1,0,1,2,1,2,4,3,
16:13:9:17,1896.64,16,13,9,17,99.59,23.27,5.00,45.44,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,2,
16:13:9:18,2511.36,16,13,9,18,100.35,23.45,5.00,45.94,2,0,0,0,2,0,0,1,1,0,0,0,1,0,1,4,2,
16:13:9:15,1844.77,16,13,9,15,100.41,23.46,5.00,44.81,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,2,1,
16:13:9:16,2507.30,16,13,9,16,100.11,23.39,5.00,45.01,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,4,1,
17:15:9:20,1914.65,17,15,9,20,105.61,24.68,5.00,47.16,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,1,1,
17:14:13:20,1962.15,17,14,13,20,104.26,24.36,7.00,47.08,2,0,0,1,0,0,0,0,1,0,0,1,0,2,1,4,2,
14:9:11:20,2697.36,14,9,11,20,88.29,20.63,6.00,46.98,0,1,0,1,0,0,0,0,0,0,1,1,1,0,4,0,1,
19:19:13:19,1417.09,19,19,13,19,118.41,27.67,7.00,46.53,1,0,1,1,0,0,0,2,0,1,1,0,3,0,5,2,3,
17:13:7:5,1818.39,17,13,7,5,101.26,23.66,4.00,40.21,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,
17:13:7:3,1809.56,17,13,7,3,101.16,23.64,4.00,39.23,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,
18:16:18:20,2222.87,18,16,18,20,110.43,25.80,9.00,48.38,1,1,0,1,2,0,1,0,0,1,1,1,0,0,6,1,2,
17:13:7:4,1767.64,17,13,7,4,101.50,23.71,4.00,39.99,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,
17:15:7:10,1741.84,17,15,7,10,106.46,24.87,4.00,42.34,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,
17:15:7:11,1744.48,17,15,7,11,106.44,24.87,4.00,42.87,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,
17:15:7:12,1791.65,17,15,7,12,106.50,24.88,4.00,43.36,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,
17:15:7:13,1793.29,17,15,7,13,106.26,24.83,4.00,43.63,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,
14:9:11:17,2638.20,14,9,11,17,88.04,20.57,6.00,45.46,0,2,0,1,0,1,1,0,0,0,1,0,2,1,4,2,3,
19:19:13:20,1371.23,19,19,13,20,118.90,27.78,7.00,47.20,1,1,1,1,0,0,1,0,0,0,1,0,0,0,2,4,0,
17:13:7:9,1781.31,17,13,7,9,101.00,23.60,4.00,41.93,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,
17:15:7:18,2469.02,17,15,7,18,105.32,24.61,4.00,46.01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,
14:9:11:16,3338.55,14,9,11,16,87.78,20.51,6.00,45.02,0,1,0,1,0,0,0,0,1,0,2,1,0,1,3,1,3,
17:15:7:19,1860.97,17,15,7,19,105.30,24.60,4.00,46.53,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,
14:9:11:15,3293.19,14,9,11,15,87.53,20.45,6.00,44.90,1,0,0,1,0,0,0,0,0,1,2,1,0,0,1,1,4,
17:13:7:7,2429.92,17,13,7,7,101.33,23.67,4.00,40.94,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,
17:13:7:8,1778.40,17,13,7,8,101.26,23.66,4.00,41.48,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,
17:15:7:14,1799.44,17,15,7,14,105.55,24.66,4.00,44.14,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,
17:15:7:15,1802.15,17,15,7,15,105.58,24.67,4.00,44.67,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,4,1,
14:9:11:11,2620.14,14,9,11,11,88.33,20.64,6.00,42.80,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,
17:15:7:16,1804.76,17,15,7,16,105.26,24.59,4.00,45.30,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,
17:15:7:17,2465.81,17,15,7,17,105.89,24.74,4.00,45.65,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,
19:19:9:20,1322.48,19,19,9,20,118.22,27.62,5.00,47.67,1,0,0,1,0,0,0,0,0,0,2,1,1,0,3,2,1,
19:19:9:11,1148.47,19,19,9,11,118.34,27.65,5.00,42.83,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,3,0,
17:13:13:16,2655.61,17,13,13,16,101.71,23.76,7.00,45.17,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,3,2,
19:19:9:10,1094.90,19,19,9,10,117.71,27.50,5.00,42.31,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,6,0,
17:13:13:18,2707.68,17,13,13,18,101.57,23.73,7.00,45.95,1,1,1,0,0,0,2,0,1,0,2,1,0,0,1,5,3,
19:19:9:13,1154.04,19,19,9,13,118.51,27.69,5.00,43.89,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,3,1,
19:19:9:12,1152.00,19,19,9,12,118.64,27.72,5.00,43.44,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,2,3,
17:13:13:17,2048.60,17,13,13,17,101.85,23.80,7.00,45.76,0,1,0,0,0,1,2,0,1,0,0,1,0,2,3,2,3,
19:19:9:15,1206.69,19,19,9,15,117.50,27.45,5.00,44.73,0,0,0,1,0,0,0,1,1,0,0,1,0,0,2,2,0,
17:13:13:19,2707.31,17,13,13,19,100.77,23.55,7.00,46.49,1,1,0,0,0,0,0,3,0,1,1,0,1,1,4,2,3,
19:19:9:14,1155.93,19,19,9,14,118.25,27.63,5.00,44.35,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,4,0,
19:19:9:17,1261.12,19,19,9,17,117.89,27.54,5.00,45.50,1,1,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,
19:19:9:16,1161.21,19,19,9,16,118.63,27.72,5.00,45.29,1,2,0,0,0,1,1,0,1,0,0,0,1,0,2,2,3,
17:15:7:20,2474.93,17,15,7,20,106.34,24.85,4.00,46.81,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,3,2,
19:19:9:19,1267.42,19,19,9,19,118.91,27.78,5.00,46.44,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3,1,0,
19:19:9:18,1315.79,19,19,9,18,118.75,27.74,5.00,46.16,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,1,
17:14:11:20,1960.38,17,14,11,20,103.91,24.28,6.00,46.84,0,0,1,1,1,0,0,0,1,0,1,0,0,1,3,2,1,
17:13:13:10,2686.82,17,13,13,10,101.58,23.73,7.00,42.64,1,1,0,1,0,1,1,1,0,0,0,1,0,0,3,2,2,
15:11:18:20,3584.09,15,11,18,20,94.09,21.98,9.00,51.72,1,0,0,1,2,1,0,0,0,0,0,1,1,1,3,2,3,
16:13:4:8,2385.03,16,13,4,8,99.62,23.27,3.00,41.70,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,
14:9:9:8,2564.87,14,9,9,8,88.31,20.63,5.00,41.75,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,2,0,
18:15:11:5,1319.06,18,15,11,5,108.25,25.29,6.00,40.09,0,4,0,2,0,0,1,0,0,0,1,0,0,0,4,3,1,
17:13:7:20,2520.67,17,13,7,20,100.83,23.56,4.00,47.54,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,
16:11:7:20,2511.65,16,11,7,20,96.00,22.43,4.00,47.21,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,
19:17:11:7,1234.37,19,17,11,7,114.15,26.67,6.00,41.31,1,1,0,0,1,1,0,0,0,1,1,0,0,0,3,3,0,
19:17:11:6,1231.02,19,17,11,6,114.28,26.70,6.00,40.60,1,0,0,2,3,0,0,0,0,1,1,0,0,0,3,3,2,
19:17:11:4,1225.86,19,17,11,4,114.02,26.64,6.00,39.65,1,1,0,1,0,0,1,0,0,0,1,0,0,0,2,3,0,
17:13:7:14,1793.00,17,13,7,14,101.57,23.73,4.00,44.09,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,
17:13:7:15,1845.44,17,13,7,15,100.77,23.54,4.00,44.83,0,0,0,1,0,1,2,0,1,1,0,0,0,1,4,2,1,
20:20:9:4,1087.65,20,20,9,4,120.69,28.20,5.00,39.93,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,
19:17:11:9,1236.59,19,17,11,9,113.65,26.55,6.00,41.91,1,1,0,0,0,0,0,0,2,0,0,1,0,0,2,3,0,
17:13:7:12,1790.33,17,13,7,12,101.59,23.74,4.00,43.55,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2,
17:13:7:13,1790.69,17,13,7,13,100.66,23.52,4.00,43.92,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,2,0,
19:17:11:8,1233.29,19,17,11,8,112.97,26.40,6.00,41.46,0,0,0,0,1,0,0,1,1,0,3,1,0,3,5,3,2,
17:13:7:18,2463.03,17,13,7,18,100.84,23.56,4.00,45.93,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,
20:20:9:6,1091.75,20,20,9,6,120.56,28.17,5.00,40.79,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2,2,2,
17:13:7:19,2514.47,17,13,7,19,101.32,23.67,4.00,46.62,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,
20:20:9:5,1090.54,20,20,9,5,121.28,28.34,5.00,40.33,1,1,0,0,1,1,0,0,0,1,0,0,0,0,2,3,0,
17:13:7:16,1846.57,17,13,7,16,100.82,23.56,4.00,45.02,0,0,0,0,0,0,2,0,0,1,1,1,0,0,2,0,3,
20:20:9:8,1095.77,20,20,9,8,121.24,28.33,5.00,41.38,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,4,0,
18:16:4:8,1688.23,18,16,4,8,110.63,25.85,3.00,41.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
18:16:4:9,1695.43,18,16,4,9,109.86,25.67,3.00,42.00,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,
20:20:9:7,1093.49,20,20,9,7,120.90,28.25,5.00,41.04,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,3,0,
17:13:7:17,2506.41,17,13,7,17,100.77,23.54,4.00,45.76,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,
20:20:9:9,1098.42,20,20,9,9,120.90,28.25,5.00,42.02,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,2,0,
17:13:7:10,1784.58,17,13,7,10,101.52,23.72,4.00,42.42,0,0,0,1,1,0,2,0,0,0,0,0,0,1,2,1,2,
17:13:7:11,1786.04,17,13,7,11,101.38,23.69,4.00,42.76,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,
16:11:7:15,2498.56,16,11,7,15,95.81,22.39,4.00,44.88,0,0,0,1,0,3,1,0,1,0,0,0,0,0,3,0,3,
16:13:16:10,2079.27,16,13,16,10,100.23,23.42,8.00,42.71,2,2,0,0,1,0,1,0,1,0,0,1,1,0,4,3,2,
16:11:7:16,2499.37,16,11,7,16,94.98,22.19,4.00,45.34,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,
16:11:7:17,2501.70,16,11,7,17,95.28,22.26,4.00,45.44,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,
16:11:7:11,2485.44,16,11,7,11,94.70,22.13,4.00,43.15,0,1,0,1,0,2,1,1,0,0,1,0,0,2,3,2,4,
18:15:11:8,1886.05,18,15,11,8,108.01,25.24,6.00,41.70,0,1,0,1,0,0,1,1,0,1,1,0,0,0,2,4,0,
14:9:9:9,2565.71,14,9,9,9,88.18,20.60,5.00,41.96,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,
18:15:11:7,1884.10,18,15,11,7,108.15,25.27,6.00,41.20,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,
16:11:7:13,2489.92,16,11,7,13,95.43,22.30,4.00,43.99,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,
16:11:7:14,2491.52,16,11,7,14,94.84,22.16,4.00,44.09,1,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,3,
19:19:13:12,1300.58,19,19,13,12,117.51,27.46,7.00,43.51,1,1,0,1,1,0,1,0,0,0,0,1,0,0,3,3,0,
18:16:4:6,1728.86,18,16,4,6,109.09,25.49,3.00,40.52,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,
19:19:13:11,1298.30,19,19,13,11,117.82,27.53,7.00,42.96,1,1,1,2,0,0,0,1,1,0,0,1,0,0,3,3,2,
18:16:4:7,1686.66,18,16,4,7,110.63,25.85,3.00,41.17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,
18:16:4:4,1678.67,18,16,4,4,108.68,25.39,3.00,39.95,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,
16:11:7:10,2482.90,16,11,7,10,95.01,22.20,4.00,42.42,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,
19:19:13:13,1302.08,19,19,13,13,117.95,27.56,7.00,43.67,0,0,0,1,1,1,0,0,0,0,0,1,2,1,2,3,2,
18:16:4:5,1680.06,18,16,4,5,109.00,25.47,3.00,40.13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,
16:13:16:19,2659.99,16,13,16,19,100.41,23.46,8.00,46.50,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,5,2,
18:16:4:2,1063.97,18,16,4,2,109.16,25.50,3.00,38.79,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,
19:19:13:16,1408.72,19,19,13,16,117.45,27.44,7.00,45.15,1,1,0,1,1,0,1,0,0,1,0,1,0,0,4,1,2,
18:16:18:14,1495.22,18,16,18,14,110.94,25.92,9.00,44.48,1,0,1,1,1,1,0,0,0,0,0,1,2,1,2,4,3,
19:19:13:15,1308.17,19,19,13,15,118.71,27.74,7.00,44.65,0,1,1,2,0,1,0,1,1,0,0,1,0,0,3,3,2,
18:16:4:3,1674.39,18,16,4,3,108.28,25.30,3.00,39.22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,
19:19:13:18,1365.31,19,19,13,18,118.33,27.65,7.00,46.20,0,1,0,0,0,1,2,1,1,0,0,1,0,1,3,2,3,
18:16:4:1,1063.20,18,16,4,1,109.31,25.54,3.00,38.59,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,
19:19:13:17,1361.07,19,19,13,17,117.66,27.49,7.00,45.56,1,2,0,1,0,1,0,0,0,1,0,0,0,0,3,2,1,
16:13:7:20,2464.88,16,13,7,20,99.18,23.17,4.00,46.78,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,2,
18:17:7:10,1137.41,18,17,7,10,112.31,26.24,4.00,42.50,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,
18:17:7:13,1802.72,18,17,7,13,112.71,26.33,4.00,43.70,1,0,0,1,1,0,1,1,0,0,0,0,0,0,3,2,0,
20:20:11:7,1147.48,20,20,11,7,122.87,28.71,6.00,41.22,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,4,0,
18:17:7:14,1761.43,18,17,7,14,112.05,26.18,4.00,44.51,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,
20:20:11:6,1192.66,20,20,11,6,120.84,28.23,6.00,40.89,0,3,0,0,0,0,1,1,0,0,1,0,1,0,4,2,1,
20:20:11:9,1152.17,20,20,11,9,123.04,28.75,6.00,42.10,0,0,1,2,1,1,0,0,0,0,0,0,0,1,0,3,3,
18:17:7:11,1189.26,18,17,7,11,111.60,26.07,4.00,43.09,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,
20:20:11:8,1145.35,20,20,11,8,120.55,28.17,6.00,41.51,1,1,1,1,0,0,0,1,1,0,0,1,0,0,2,3,2,
18:17:7:12,1191.46,18,17,7,12,112.60,26.31,4.00,43.21,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,
18:17:7:17,1813.79,18,17,7,17,111.87,26.14,4.00,45.56,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,
18:17:7:18,1769.11,18,17,7,18,111.58,26.07,4.00,46.20,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,
18:17:7:15,1761.16,18,17,7,15,112.13,26.20,4.00,44.65,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,1,
18:17:7:16,1763.10,18,17,7,16,111.40,26.03,4.00,45.05,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,
18:17:7:19,1821.88,18,17,7,19,112.03,26.17,4.00,46.61,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,
16:11:9:20,2609.28,16,11,9,20,95.00,22.20,5.00,47.27,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,
17:13:11:20,1956.43,17,13,11,20,100.75,23.54,6.00,47.04,0,0,0,1,1,1,0,0,1,0,0,0,0,1,2,2,1,
16:13:7:10,1780.64,16,13,7,10,99.41,23.23,4.00,42.29,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,
18:17:7:20,1821.31,18,17,7,20,111.67,26.09,4.00,47.04,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,
16:13:7:12,1786.43,16,13,7,12,100.03,23.37,4.00,43.26,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,
16:13:7:11,2442.56,16,13,7,11,99.54,23.26,4.00,43.00,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,
15:9:11:15,2636.56,15,9,11,15,89.66,20.95,6.00,44.66,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2,1,2,
15:9:11:14,3334.45,15,9,11,14,89.22,20.85,6.00,44.28,0,1,0,1,0,0,0,0,1,0,1,1,0,1,3,0,3,
16:13:7:18,2507.05,16,13,7,18,100.51,23.48,4.00,45.91,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,2,
15:9:11:18,2692.61,15,9,11,18,88.57,20.69,6.00,46.18,0,2,0,1,0,1,1,0,0,0,1,0,2,1,4,2,3,
16:13:7:17,1847.87,16,13,7,17,99.31,23.20,4.00,45.75,0,0,0,1,0,0,0,0,1,0,2,0,0,1,3,1,1,
15:9:11:17,2641.42,15,9,11,17,89.71,20.96,6.00,45.62,0,2,0,1,0,1,1,0,0,0,1,0,2,1,4,2,3,
15:9:11:16,2639.25,15,9,11,16,89.77,20.98,6.00,45.16,1,0,0,0,0,0,1,1,1,0,1,1,0,0,2,2,2,
16:13:7:19,2513.55,16,13,7,19,100.61,23.51,4.00,46.61,0,0,0,1,0,0,0,0,0,0,3,0,1,0,2,1,2,
16:13:7:14,2448.85,16,13,7,14,100.57,23.50,4.00,44.31,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,
16:13:7:16,1846.29,16,13,7,16,100.64,23.51,4.00,45.04,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,
16:13:7:15,1842.68,16,13,7,15,99.44,23.23,4.00,44.69,0,2,0,0,0,0,2,0,0,2,0,0,1,1,2,2,4,
16:11:9:18,1943.38,16,11,9,18,96.05,22.44,5.00,45.89,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,
16:11:9:17,2550.55,16,11,9,17,95.33,22.27,5.00,45.74,0,2,0,0,0,0,2,0,0,1,0,0,1,1,1,2,4,
16:11:9:19,2555.98,16,11,9,19,95.69,22.36,5.00,46.39,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,
16:11:9:14,2542.59,16,11,9,14,95.83,22.39,5.00,44.23,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2,2,
16:11:9:13,2541.01,16,11,9,13,94.68,22.12,5.00,44.04,0,2,0,1,0,0,1,0,0,1,0,0,0,0,2,1,2,
16:11:9:16,2550.76,16,11,9,16,95.79,22.38,5.00,45.21,0,1,0,0,1,1,0,1,0,0,0,0,0,1,2,1,2,
16:11:9:15,2543.64,16,11,9,15,95.29,22.26,5.00,44.55,0,0,0,1,2,1,0,1,0,0,0,2,0,0,1,2,4,
16:11:9:10,2578.79,16,11,9,10,95.70,22.36,5.00,42.47,1,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,
16:11:9:12,3240.47,16,11,9,12,95.39,22.29,5.00,43.45,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,0,3,
16:11:9:11,2580.02,16,11,9,11,94.77,22.14,5.00,42.77,0,0,0,0,0,0,1,2,1,0,1,0,0,0,2,2,1,
20:19:2:9,1656.10,20,19,2,9,119.23,27.86,2.00,42.10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
19:19:11:18,1215.58,19,19,11,18,118.93,27.79,6.00,46.06,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,5,0,
19:19:11:17,1261.93,19,19,11,17,117.58,27.47,6.00,45.76,0,2,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,
19:19:11:19,1367.41,19,19,11,19,118.81,27.76,6.00,46.47,0,0,1,1,0,0,0,2,0,1,1,0,3,0,5,1,3,
20:19:2:6,988.86,20,19,2,6,119.40,27.90,2.00,40.58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
20:19:2:1,924.52,20,19,2,1,119.93,28.02,2.00,37.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,
20:19:2:5,1644.06,20,19,2,5,120.14,28.07,2.00,40.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
20:19:2:3,981.67,20,19,2,3,119.00,27.80,2.00,39.26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,
17:14:11:19,1958.59,17,14,11,19,103.64,24.21,6.00,46.57,0,0,0,2,0,0,1,0,2,1,0,1,0,1,2,5,1,
17:14:11:18,1956.54,17,14,11,18,104.19,24.34,6.00,45.96,1,0,0,2,0,1,0,0,0,1,0,1,2,1,2,4,3,
19:19:7:20,1829.57,19,19,7,20,118.32,27.64,4.00,46.95,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,
17:14:11:17,1903.54,17,14,11,17,104.01,24.30,6.00,45.44,0,0,0,1,2,0,1,0,0,0,0,0,2,1,4,3,0,
17:14:11:16,1901.39,17,14,11,16,102.96,24.06,6.00,45.34,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,3,1,
17:14:11:15,1946.78,17,14,11,15,103.99,24.30,6.00,44.74,0,0,0,1,0,0,0,0,1,0,1,1,1,0,2,3,0,
17:14:11:14,1898.21,17,14,11,14,103.52,24.19,6.00,44.53,0,0,1,1,1,1,0,0,3,0,1,1,0,0,1,6,2,
18:16:16:20,1507.47,18,16,16,20,110.42,25.80,8.00,47.09,1,1,1,0,0,0,1,0,0,1,1,1,0,0,2,2,3,
17:14:11:13,1940.93,17,14,11,13,104.61,24.44,6.00,43.67,1,0,0,1,2,0,0,1,0,0,0,1,0,0,3,2,1,
17:14:11:12,1892.55,17,14,11,12,103.17,24.11,6.00,43.51,2,0,0,1,0,0,0,0,1,0,0,1,0,1,1,3,2,
17:14:11:11,1938.33,17,14,11,11,103.66,24.22,6.00,43.15,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,6,0,
19:19:11:20,1317.21,19,19,11,20,117.54,27.46,6.00,46.82,0,0,0,1,2,0,2,0,0,0,0,0,0,1,3,2,1,
17:14:11:10,1933.46,17,14,11,10,104.09,24.32,6.00,42.34,1,0,0,1,0,1,0,1,0,0,0,1,0,0,2,2,1,
19:17:13:9,1287.11,19,17,13,9,114.15,26.67,7.00,41.86,1,1,1,0,0,0,0,2,0,1,1,0,1,2,3,2,5,
19:17:13:8,1284.59,19,17,13,8,113.64,26.55,7.00,41.52,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,3,2,
